la_code,la_name,spend_resid_median,spend_resid_lag_median,combined_spend_resid_median,spend_resid_q89_lb,spend_resid_lag_q89_lb,combined_spend_resid_q89_lb,spend_resid_q89_ub,spend_resid_lag_q89_ub,combined_spend_resid_q89_ub
E09000033,Westminster,-0.022055575025462595,-0.14496543140307783,-0.1750233285209195,-0.22345406926807,-0.3982553310921924,-0.5166021098211916,0.14098703937041465,0.07358798863261994,0.12306104178509164
E10000003,Cambridgeshire,-5.297170125363217e-4,-0.011945088144132289,-0.009864869482788648,-0.2225423141034163,-0.34162673147120753,-0.43552594644177955,0.21926567921580709,0.30521999302427166,0.37613280719169706
E10000006,Cumbria,2.970692595861669e-4,-2.980723364984848e-4,-0.0033845039099552384,-0.22650533632088057,-0.33954834528322203,-0.4337849552464711,0.22396410832854735,0.33927240121758606,0.40188704767429395
E10000007,Derbyshire,-0.004862068477888038,-0.025624790205355092,-0.02951578358601119,-0.2247195777999912,-0.38901456429684084,-0.46578219216916567,0.21535069595549322,0.3096340799067434,0.35812451055367056
E10000008,Devon,0.0026992290335041153,-6.575673959661483e-4,-0.001327247123573648,-0.22981377801131778,-0.3522390427916233,-0.4218453135226175,0.22856327462773876,0.3622937141970905,0.4179094514096547
E10000011,East Sussex,0.004419924844498331,0.008664613422130301,0.021886483405635114,-0.19129484111203682,-0.2996386586047179,-0.3859865105136362,0.20736318063825945,0.3455718925406375,0.4152094727745429
E10000014,Hampshire,-0.006359073543449992,0.009843480661539035,0.006505312090122162,-0.23343987737017421,-0.3249084427077068,-0.39333782181578064,0.2018395302881566,0.34223066031125704,0.39559600661581484
E10000015,Hertfordshire,0.003676996933559422,0.0037387600258619712,0.005659518397865127,-0.22543718266744367,-0.3553357140850592,-0.4349711312335446,0.2448987043395987,0.3354070763381902,0.41888140861599027
E10000016,Kent,0.0021583032938913456,0.01692211558134748,0.020563446546099647,-0.21785410195923274,-0.3696139419929404,-0.4221704200329467,0.2165574738347414,0.3588815868494136,0.4288608688076015
E10000017,Lancashire,-0.003123218040932278,0.012063234509678823,0.012337794694529641,-0.2103350226718128,-0.37088597217981006,-0.40923447677738306,0.22188840883955405,0.35681694615940257,0.4057525436481541
E10000018,Leicestershire,0.0018234968920748328,0.008271317168267345,0.007843318571077177,-0.2177741392425366,-0.3351419159284993,-0.398241894229244,0.24331618394396998,0.3360476590682311,0.4153995994465875
